,Page Title,Car Price,Item Condition,Car Location,Image Links,Brand,Mileage,Model,Seat Capacity,Variant,Type,Series,Manufactured Year,Country of Origin,Transmission,Engine CC,Compression Ratio,Peak Power (Bhp),Peak Torque (Nm),Engine Type,Fuel Type,Length(mm),Width(mm),Height(mm),Wheel Base (mm),Kerb Weight (kg),Fuel Tank (litres),Front Brakes,Rear Brakes,Front Suspension,Rear Suspension,Steering,Front Tyres,Rear Tyres,Front Rim(inches),Rear Rim(inches),Loan Monthly Payment,Interest Rate,Features
23, 2015 Mercedes Benz C200 AMG 2.0 HEADUP DISP M-SEAT,   RM 217 000      ,Recon,   Kuala Lumpur   ,"['https://img.rnudah.com/thumbs/13/137917018927527.jpg', 'https://img.rnudah.com/thumbs/13/139917016957863.jpg', 'https://img.rnudah.com/thumbs/13/135917015637398.jpg', 'https://img.rnudah.com/thumbs/13/138917019730674.jpg', 'https://img.rnudah.com/thumbs/13/131917017580459.jpg', 'https://img.rnudah.com/thumbs/13/138917015767011.jpg', 'https://img.rnudah.com/thumbs/13/134917015430244.jpg', 'https://img.rnudah.com/thumbs/13/138917018046839.jpg', 'https://img.rnudah.com/thumbs/13/132917012140115.jpg', 'https://img.rnudah.com/thumbs/13/137917013280029.jpg', 'https://img.rnudah.com/thumbs/13/136917012089177.jpg', 'https://img.rnudah.com/thumbs/13/138917017659134.jpg', 'https://img.rnudah.com/thumbs/13/131917018488884.jpg', 'https://img.rnudah.com/thumbs/13/136917013385307.jpg', 'https://img.rnudah.com/thumbs/13/139917017478583.jpg', 'https://img.rnudah.com/thumbs/13/133917011571859.jpg', 'https://img.rnudah.com/thumbs/13/130917019577860.jpg', 'https://img.rnudah.com/thumbs/13/134917018334936.jpg']",MERCEDES BENZ   ,  5 000 - 9 999  ,C-CLASS   ,5 ,200 AMG ,4D SEDAN ,W204 , 2015  ,GERMANY ,7 SP AUTOMATIC G-TRONIC,1991 ,9.3  ,135 ,270 ,TURBO F/INJ ,PETROL ,1770 ,4591 ,1447 ,2760 ,1505 ,66 ,DV ,DC ,CS;SA;ToB ,CS;SA;ToB , -,225/40 R18 ,255/35 R18 ,7.5Jx18 ,8.5Jx18 ,RM2 765/month,3.7,-
24, 2015 Mercedes Benz C200 AMG 3 YEARS WARRANTY,   RM 209 000      ,Recon,   Kuala Lumpur   ,"['https://img.rnudah.com/thumbs/92/924906041203417.jpg', 'https://img.rnudah.com/thumbs/92/927906045296693.jpg', 'https://img.rnudah.com/thumbs/92/920906049389969.jpg', 'https://img.rnudah.com/thumbs/92/923906044959926.jpg', 'https://img.rnudah.com/thumbs/92/926906049053202.jpg', 'https://img.rnudah.com/thumbs/92/922906048716435.jpg', 'https://img.rnudah.com/thumbs/92/925906041127010.jpg', 'https://img.rnudah.com/thumbs/92/929906043743605.jpg', 'https://img.rnudah.com/thumbs/92/921906049313562.jpg', 'https://img.rnudah.com/thumbs/92/921906048821713.jpg', 'https://img.rnudah.com/thumbs/92/926906043718136.jpg', 'https://img.rnudah.com/thumbs/92/929906047811412.jpg', 'https://img.rnudah.com/thumbs/92/922906043381369.jpg', 'https://img.rnudah.com/thumbs/92/926906045997964.jpg']",MERCEDES BENZ   ,  5 000 - 9 999  ,C-CLASS   ,5 ,200 AMG ,4D SEDAN ,W204 , 2015  ,GERMANY ,7 SP AUTOMATIC G-TRONIC,1991 ,9.3  ,135 ,270 ,TURBO F/INJ ,PETROL ,1770 ,4591 ,1447 ,2760 ,1505 ,66 ,DV ,DC ,CS;SA;ToB ,CS;SA;ToB , -,225/40 R18 ,255/35 R18 ,7.5Jx18 ,8.5Jx18 ,RM2 657/month,3.7,-
25, Daihatsu Rocky 2.0 4X4 (M) Toyota Blizzard,    RM 5 500     ,Used,   Sabah   ,"['https://img.rnudah.com/thumbs/25/254909059300924.jpg', 'https://img.rnudah.com/thumbs/25/256909055363864.jpg', 'https://img.rnudah.com/thumbs/25/254909058317226.jpg', 'https://img.rnudah.com/thumbs/25/257909053887183.jpg']",   Daihatsu   ,100 000 - 109 999,   Rocky   ,-,-,SUVs,-,-,-,Manual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,RM74/month,3.7,-
26, 2015 Perodua AXIA 1.0 SE (A),    RM 27 500     ,Used,   Johor   ,"['https://img.rnudah.com/thumbs/25/259909055731678.jpg', 'https://img.rnudah.com/thumbs/25/252909059824954.jpg', 'https://img.rnudah.com/thumbs/25/255909055394911.jpg', 'https://img.rnudah.com/thumbs/25/258909050964868.jpg', 'https://img.rnudah.com/thumbs/25/250909056534825.jpg', 'https://img.rnudah.com/thumbs/25/256909056198058.jpg', 'https://img.rnudah.com/thumbs/25/250909058814653.jpg', 'https://img.rnudah.com/thumbs/25/254909052907929.jpg', 'https://img.rnudah.com/thumbs/25/259909057027808.jpg', 'https://img.rnudah.com/thumbs/25/253909053400912.jpg', 'https://img.rnudah.com/thumbs/25/252909054877593.jpg', 'https://img.rnudah.com/thumbs/25/256909057494188.jpg']",PERODUA   ,  40 000 - 44 999  ,AXIA   ,5 ,SE ,4D HATCHBACK ,G1SZ , 2015  ,MALAYSIA ,4 SP AUTOMATIC,998 ,11  ,49 ,90 ,ELECTRONIC F/INJ ,PETROL ,1620 ,3640 ,1510 ,2455 ,850 ,33 ,DC ,DR ,McSt;CS ,TB;CS ,RACK &amp; PINION ,175/65 R14 ,175/65 R14 ,4.5Jx14 ,4.5Jx14 ,RM371/month,3.7,-
27, Toyota COROLLA 2.0 ALTIS V F/L 7 SPEED DUAL VVTi,    RM 51 800     ,Used,   Kuala Lumpur   ,"['https://img.rnudah.com/thumbs/21/210905052919205.jpg', 'https://img.rnudah.com/thumbs/21/216905057142094.jpg', 'https://img.rnudah.com/thumbs/21/217905055665413.jpg', 'https://img.rnudah.com/thumbs/21/213905055328646.jpg', 'https://img.rnudah.com/thumbs/21/219905057271707.jpg', 'https://img.rnudah.com/thumbs/21/211905054318345.jpg', 'https://img.rnudah.com/thumbs/21/214905058411621.jpg', 'https://img.rnudah.com/thumbs/21/217905056261406.jpg', 'https://img.rnudah.com/thumbs/21/217905050017915.jpg', 'https://img.rnudah.com/thumbs/21/210905054111191.jpg', 'https://img.rnudah.com/thumbs/21/213905057608474.jpg', 'https://img.rnudah.com/thumbs/21/212905050561836.jpg', 'https://img.rnudah.com/thumbs/21/212905051157829.jpg', 'https://img.rnudah.com/thumbs/21/217905053489729.jpg']",TOYOTA   ,  70 000 - 74 999  ,COROLLA   ,5 ,ALTIS V ,4D SEDAN ,ZRE143R-GEXVKEFZ FACELIFT , 2012  ,THAILAND ,CVT AUTO 7 SP SEQUENTIAL,1987 , - ,107 ,187 ,MULTI POINT F/INJ ,PETROL ,1760 ,4540 ,1465 ,2600 ,1315 ,55 ,DV ,DS ,McSt; ,TB; ,RACK &amp; PINION - POWER ASSISTED ,205/55 R16 ,205/55 R16 ,16 ,16 ,RM699/month,3.7,-
28, Proton SATRIA 1.6 NEO CPS (A),    RM 19 500     ,Used,   Kuala Lumpur   ,"['https://img.rnudah.com/thumbs/61/610906034099140.jpg', 'https://img.rnudah.com/thumbs/61/611906032622459.jpg', 'https://img.rnudah.com/thumbs/61/612906031145778.jpg', 'https://img.rnudah.com/thumbs/61/612906039669097.jpg', 'https://img.rnudah.com/thumbs/61/613906038192416.jpg', 'https://img.rnudah.com/thumbs/61/614906036715735.jpg', 'https://img.rnudah.com/thumbs/61/615906035239054.jpg', 'https://img.rnudah.com/thumbs/61/616906033762373.jpg']",PROTON   ,  110 000 - 119 999  ,SATRIA   ,5 ,NEO ,2D HATCHBACK , -, 2011  ,MALAYSIA ,4 SP AUTOMATIC,1597 ,10  ,82 ,148 ,MULTI POINT F/INJ ,PETROL ,1710 ,3905 ,1420 ,2440 ,1184 ,45 ,DV ,DC ,McSt;SB; ,MLS;SB; ,RACK &amp; PINION - POWER ASSISTED ,195/50 R16 ,195/50 R16 ,7Jx16 ,7Jx16 ,RM263/month,3.7,-
29, 2006 Perodua MYVI 1.3 EZi (A),    RM 16 500     ,Used,   Kedah   ,"['https://img.rnudah.com/thumbs/25/250909056553398.jpg', 'https://img.rnudah.com/thumbs/25/254909058082151.jpg', 'https://img.rnudah.com/thumbs/25/252909055388015.jpg', 'https://img.rnudah.com/thumbs/25/250909050414051.jpg', 'https://img.rnudah.com/thumbs/25/255909053833793.jpg', 'https://img.rnudah.com/thumbs/25/255909058393449.jpg', 'https://img.rnudah.com/thumbs/25/252909052124489.jpg', 'https://img.rnudah.com/thumbs/25/252909056684145.jpg', 'https://img.rnudah.com/thumbs/25/256909055337077.jpg', 'https://img.rnudah.com/thumbs/25/252909056788289.jpg']",PERODUA   ,  90 000 - 94 999  ,MYVI   ,5 ,EZi ,4D HATCHBACK , -, 2006  ,MALAYSIA ,4 SP AUTOMATIC,1298 ,10  ,64 ,116 ,ELECTRONIC F/INJ ,PETROL ,1665 ,3720 ,1550 ,2440 ,955 ,40 ,DC ,DR ,McSt;CS; ,TB;CS; ,RACK &amp; PINION ,175/65 R14 ,175/65 R14 ,4.5Jx14 ,4.5Jx14 ,RM223/month,3.7,-
30, 2019 Honda BR-V 1.5 (A) ZEROO DEPOSIT,    RM 83 800     ,New,   Selangor   ,"['https://img.rnudah.com/thumbs/12/125926044495244.jpg', 'https://img.rnudah.com/thumbs/12/128926048588520.jpg', 'https://img.rnudah.com/thumbs/12/127926043821710.jpg', 'https://img.rnudah.com/thumbs/12/123926049728434.jpg']",HONDA   ,  0 - 4 999  ,BR-V   ,7 ,E ,4D WAGON , -, 2019  ,MALAYSIA ,AUTOMATIC CONSTANTLY VARIABLE (CVT),1497 ,10.3  ,88 ,145 ,NATURALLY ASPIRATED ,PETROL ,4453 ,1735 ,1666 ,2662 ,1231 ,42 ,DV ,DR ,McSt ,TB ,RACK AND PINION - POWER ,195/60R16 ,195/60R16 ,7Jx16 ,7Jx16 ,RM1 130/month,3.7,-
31, 2018 Mercedes Benz GLC43 3.0 AMG 4MATIC lowMile12k,    RM 425 777     ,Used,   Kuala Lumpur   ,"['https://img.rnudah.com/thumbs/09/094913012250693.jpg', 'https://img.rnudah.com/thumbs/09/092913017483883.jpg', 'https://img.rnudah.com/thumbs/09/093913016007202.jpg', 'https://img.rnudah.com/thumbs/09/097913010100478.jpg', 'https://img.rnudah.com/thumbs/09/091913012717073.jpg', 'https://img.rnudah.com/thumbs/09/094913016810349.jpg', 'https://img.rnudah.com/thumbs/09/095913015333668.jpg', 'https://img.rnudah.com/thumbs/09/097913012380306.jpg', 'https://img.rnudah.com/thumbs/09/098913010903625.jpg', 'https://img.rnudah.com/thumbs/09/093913012043539.jpg', 'https://img.rnudah.com/thumbs/09/096913016136815.jpg', 'https://img.rnudah.com/thumbs/09/090913018753410.jpg', 'https://img.rnudah.com/thumbs/09/093913014323367.jpg', 'https://img.rnudah.com/thumbs/09/094913012846686.jpg', 'https://img.rnudah.com/thumbs/25/250909051315243.jpg']",MERCEDES BENZ   ,  10 000 - 14 999  ,GLC-CLASS   ,5 ,AMG 43 4MATIC ,4D WAGON ,X253 , 2018  ,MALAYSIA ,9 SP AUTOMATIC 9G-TRONIC,2996 ,10.7  ,274 ,520 ,TWIN TURBO INTERCOOLED DIRECT INJECTION ,PETROL ,1890 ,4656 ,1639 ,2873 ,1845 ,66 ,DV ,DV ,MLS ,MLS ,RACK AND PINION - ELECTRIC ,255/40 R21 ,285/35 R21 ,8.5Jx21 ,9.5Jx21 ,RM5 743/month,3.7,-
32, 2013 Proton PERSONA 1.6 (M) (GOOD CONDITION),    RM 19 999     ,Used,   Sabah   ,"['https://img.rnudah.com/thumbs/25/256909058205665.jpg', 'https://img.rnudah.com/thumbs/25/257909056728984.jpg', 'https://img.rnudah.com/thumbs/25/258909055252303.jpg', 'https://img.rnudah.com/thumbs/25/259909053775622.jpg', 'https://img.rnudah.com/thumbs/25/250909052298941.jpg', 'https://img.rnudah.com/thumbs/25/251909050822260.jpg', 'https://img.rnudah.com/thumbs/25/257909059008812.jpg', 'https://img.rnudah.com/thumbs/25/256909051962174.jpg']",PROTON   ,  55 000 - 59 999  ,PERSONA   ,5 ,ELEGANCE BASE LINE ,4D SEDAN , -, 2013  ,MALAYSIA ,5 SP MANUAL,1597 ,10  ,82 ,148 ,MULTI POINT F/INJ ,PETROL ,1725 ,4477 ,1438 ,2600 ,1170 ,50 ,DV ,DR ,McSt;SB; ,MLS;SB; ,RACK &amp; PINION ,195/60 R15 ,195/60 R15 ,6Jx15 ,6Jx15 ,RM270/month,3.7,-
33, 1993 Proton WIRA 1.5 GL (A) Sport,    RM 4 800     ,Used,   Johor   ,"['https://img.rnudah.com/thumbs/25/250909053027949.jpg', 'https://img.rnudah.com/thumbs/25/257909051214501.jpg', 'https://img.rnudah.com/thumbs/25/259909056784458.jpg', 'https://img.rnudah.com/thumbs/25/253909050877734.jpg', 'https://img.rnudah.com/thumbs/25/255909056447691.jpg', 'https://img.rnudah.com/thumbs/25/250909057587605.jpg', 'https://img.rnudah.com/thumbs/25/251909055619075.jpg', 'https://img.rnudah.com/thumbs/25/250909059375584.jpg', 'https://img.rnudah.com/thumbs/25/256909059038817.jpg']",PROTON   ,  95 000 - 99 999  ,WIRA   ,5 ,GL ,4D SEDAN , -, 1995  ,MALAYSIA ,4 SP AUTOMATIC,1468 ,9.2  ,66 ,126 ,MULTI POINT F/INJ ,PETROL ,1680 ,4360 ,1385 ,2500 ,1000 ,50 ,DV ,DR ,McSt;CS;SB; ,MLS; ,RACK &amp; PINION ,175/70 R13 ,175/70 R13 ,5Jx13 ,5Jx13 ,RM65/month,3.7,-
34, 2014 Honda CR-Z CRZ S+ 1.5 (A) FACELIFT F/Service,    RM 53 800     ,Used,   Selangor   ,"['https://img.rnudah.com/thumbs/25/259909053416788.jpg', 'https://img.rnudah.com/thumbs/25/258909053805627.jpg', 'https://img.rnudah.com/thumbs/25/253909054945541.jpg', 'https://img.rnudah.com/thumbs/25/255909051992179.jpg', 'https://img.rnudah.com/thumbs/25/257909057562136.jpg', 'https://img.rnudah.com/thumbs/25/259909054608774.jpg', 'https://img.rnudah.com/thumbs/25/250909053132093.jpg', 'https://img.rnudah.com/thumbs/25/258909058365283.jpg', 'https://img.rnudah.com/thumbs/25/251909053935240.jpg']",HONDA   ,  130 000 - 139 999  ,CR-Z   ,2 ,(HYBRID) ,2D HATCHBACK , -, 2013  ,JAPAN ,CVT AUTO 7 SP SEQUENTIAL,1497 ,10.4  ,90 ,167 ,FUEL INJECTED ,PETROL ,1740 ,4080 ,1395 ,2435 ,1160 ,40 ,DV ,DS ,McSt;SB; ,ToB;SB; ,RACK &amp; PINION - POWER ASSISTED ,195/55 R16 ,195/55 R16 ,6.5Jx16 ,6.5Jx16 ,RM726/month,3.7,-
35, 2008 Lexus RX350 3.0 3.5 4WD (A) PREMIUM SPEC,    RM 49 800     ,Used,   Selangor   ,"['https://img.rnudah.com/thumbs/23/233907059533331.jpg', 'https://img.rnudah.com/thumbs/23/239907050673245.jpg', 'https://img.rnudah.com/thumbs/23/233907057849496.jpg', 'https://img.rnudah.com/thumbs/23/239907059925572.jpg', 'https://img.rnudah.com/thumbs/23/238907052878934.jpg', 'https://img.rnudah.com/thumbs/23/233907052363884.jpg', 'https://img.rnudah.com/thumbs/23/238907054099791.jpg']",LEXUS   ,  120 000 - 129 999  ,RX350   ,5 , -,4D WAGON ,GSU35 FACELIFT , 2008  ,JAPAN ,5 SP AUTOMATIC,3456 ,10.8  ,206 ,346 ,ELECTRONIC F/INJ ,PETROL ,1845 ,4735 ,1680 ,2715 ,1760 ,72 ,DV ,DS ,Coil spring strut type; ,Coil spring strut type; ,RACK &amp; PINION - POWER ASSISTED ,225/65 R17 ,225/65 R17 ,17 ,17 ,RM672/month,3.7,-
36, 2015 Honda HR-V 1.8 E (A),    RM 76 800     ,Used,   Selangor   ,"['https://img.rnudah.com/thumbs/25/259909052971341.jpg', 'https://img.rnudah.com/thumbs/25/250909051494660.jpg', 'https://img.rnudah.com/thumbs/25/251909058541298.jpg', 'https://img.rnudah.com/thumbs/25/252909057064617.jpg', 'https://img.rnudah.com/thumbs/25/253909055587936.jpg', 'https://img.rnudah.com/thumbs/25/254909054111255.jpg', 'https://img.rnudah.com/thumbs/25/255909052634574.jpg', 'https://img.rnudah.com/thumbs/25/256909051157893.jpg', 'https://img.rnudah.com/thumbs/25/256909059681212.jpg', 'https://img.rnudah.com/thumbs/25/257909058204531.jpg', 'https://img.rnudah.com/thumbs/25/258909056727850.jpg', 'https://img.rnudah.com/thumbs/25/259909055251169.jpg']",HONDA   ,  70 000 - 74 999  ,HR-V   ,5 ,E ,4D WAGON , -, 2015  ,MALAYSIA ,CONTINUOUS VARIABLE,1799 ,10.6  ,105 ,172 ,ELECTRONIC F/INJ ,PETROL ,1772 ,4294 ,1605 ,2610 ,1245 ,50 ,DV ,DS ,McSt; ,TB; ,RACK &amp; PINION - POWER ASSISTED ,215/60 R16 ,215/60 R16 ,16 ,16 ,RM1 036/month,3.7,-
37, 2007 PERDANA 2.0 V6 (A) Loan Kedai MUKA,    RM 5 990     ,Used,   Kuala Lumpur   ,"['https://img.rnudah.com/thumbs/77/773922036510553.jpg', 'https://img.rnudah.com/thumbs/77/778922039438446.jpg', 'https://img.rnudah.com/thumbs/77/778922033194955.jpg', 'https://img.rnudah.com/thumbs/77/775922039904826.jpg', 'https://img.rnudah.com/thumbs/77/773922032651034.jpg', 'https://img.rnudah.com/thumbs/77/774922032962332.jpg']",PROTON   ,  100 000 - 109 999  ,PERDANA   ,4 ,V6 ENHANCED VERSION 3 ,4D SEDAN , -, 2007  ,MALAYSIA ,4 SP AUTOMATIC,1999 ,10  ,147 ,179 ,MULTI POINT F/INJ ,PETROL ,1730 ,4615 ,1400 ,2635 ,1300 ,64 ,DV ,DC ,MLS; ,MLS; ,RACK &amp; PINION ,205/55 R16 ,205/55 R16 ,6.5Jx16 ,6.5Jx16 ,RM81/month,3.7,-
38, 2014 Proton PERSONA 1.6  (A) B/LIST LOAN KEDAI,    RM 11 990     ,Used,   Kuala Lumpur   ,"['https://img.rnudah.com/thumbs/25/255909055004141.jpg', 'https://img.rnudah.com/thumbs/25/252909053190693.jpg', 'https://img.rnudah.com/thumbs/25/256909055807288.jpg', 'https://img.rnudah.com/thumbs/25/258909055133754.jpg', 'https://img.rnudah.com/thumbs/25/251909050703711.jpg', 'https://img.rnudah.com/thumbs/25/254909054796987.jpg']",PROTON   ,  80 000 - 84 999  ,PERSONA   ,5 ,ELEGANCE MEDIUM LINE ,4D SEDAN , -, 2014  ,MALAYSIA ,4 SP AUTOMATIC,1597 ,10  ,82 ,148 ,MULTI POINT F/INJ ,PETROL ,1725 ,4477 ,1438 ,2600 ,1225 ,50 ,DV ,DR ,McSt;SB; ,MLS;SB; ,RACK &amp; PINION ,195/60 R15 ,195/60 R15 ,6Jx15 ,6Jx15 ,RM162/month,3.7,-
39, 2017 Toyota VELLFIRE GOLDEN 2.5 (UNREG) 2 ALPINE,    RM 227 000     ,Recon,   Kuala Lumpur   ,"['https://img.rnudah.com/thumbs/25/251909058092786.jpg', 'https://img.rnudah.com/thumbs/25/252909056616105.jpg', 'https://img.rnudah.com/thumbs/25/250909057885632.jpg', 'https://img.rnudah.com/thumbs/25/251909056408951.jpg', 'https://img.rnudah.com/thumbs/25/252909054932270.jpg', 'https://img.rnudah.com/thumbs/25/253909053455589.jpg', 'https://img.rnudah.com/thumbs/25/253909055139424.jpg', 'https://img.rnudah.com/thumbs/25/254909053662743.jpg', 'https://img.rnudah.com/thumbs/25/255909052186062.jpg', 'https://img.rnudah.com/thumbs/25/256909050709381.jpg', 'https://img.rnudah.com/thumbs/25/257909053792356.jpg', 'https://img.rnudah.com/thumbs/25/258909052315675.jpg', 'https://img.rnudah.com/thumbs/25/259909050838994.jpg', 'https://img.rnudah.com/thumbs/25/259909059362313.jpg']",TOYOTA   ,  10 000 - 14 999  ,VELLFIRE   ,7 , -,4D WAGON ,AGH30R , 2017  ,JAPAN ,CONTINUOUS VARIABLE,2494 ,0  ,134 ,235 ,ELECTRONIC F/INJ ,PETROL ,1850 ,4930 ,1895 ,3000 ,2065 ,75 ,DV ,DV ,McSt; ,DWB; ,RACK &amp; PINION ,235/50 R18 ,235/50 R18 ,18 ,18 ,RM3 062/month,3.7,-
40, 2009 Proton PERSONA 1.6 (M) RAYA OFFER,    RM 10 777     ,Used,   Perak   ,"['https://img.rnudah.com/thumbs/22/224906055202650.jpg', 'https://img.rnudah.com/thumbs/22/225906058285625.jpg', 'https://img.rnudah.com/thumbs/22/222906052016665.jpg', 'https://img.rnudah.com/thumbs/22/226906056913088.jpg', 'https://img.rnudah.com/thumbs/22/225906054426106.jpg', 'https://img.rnudah.com/thumbs/22/226906057017232.jpg', 'https://img.rnudah.com/thumbs/22/223906051240121.jpg', 'https://img.rnudah.com/thumbs/22/221906052509648.jpg', 'https://img.rnudah.com/thumbs/22/223906058675598.jpg', 'https://img.rnudah.com/thumbs/22/223906054711935.jpg', 'https://img.rnudah.com/thumbs/22/227906051085039.jpg', 'https://img.rnudah.com/thumbs/22/221906055981462.jpg']",PROTON   ,  90 000 - 94 999  ,PERSONA   ,5 ,MEDIUM LINE ,4D SEDAN , -, 2009  ,MALAYSIA ,5 SP MANUAL,1597 ,10  ,82 ,148 ,MULTI POINT F/INJ ,PETROL ,1725 ,4477 ,1438 ,2600 ,1195 ,50 ,DV ,DR ,McSt;SB; ,MLS;SB; ,RACK &amp; PINION ,195/60 R15 ,195/60 R15 ,6Jx15 ,6Jx15 ,RM145/month,3.7,-
41, Honda CIVIC 1.6 EXi (M) domani bodypart,    RM 11 300     ,Used,   Selangor   ,"['https://img.rnudah.com/thumbs/25/252909054720856.jpg', 'https://img.rnudah.com/thumbs/25/250909059954046.jpg']",HONDA   ,  200 000 - 249 999  ,CIVIC   ,5 ,EXi ,4D SEDAN , -, 1996  ,MALAYSIA ,5 SP MANUAL,1590 ,9.4  ,88 ,145 ,MULTI POINT F/INJ ,PETROL ,1715 ,4458 ,1440 ,2570 ,1126 ,50 ,DV ,DR ,McSt; ,DWB; ,RACK &amp; PINION ,195/65 R15 ,195/65 R15 ,6JJx15 ,6JJx15 ,RM152/month,3.7,-
42, 2018 Toyota VELLFIRE 2.5 ZG,    RM 305 500     ,Recon,   Selangor   ,"['https://img.rnudah.com/thumbs/25/256909052203440.jpg', 'https://img.rnudah.com/thumbs/25/254909059716458.jpg', 'https://img.rnudah.com/thumbs/25/258909055001720.jpg', 'https://img.rnudah.com/thumbs/25/257909058758229.jpg', 'https://img.rnudah.com/thumbs/25/252909053162803.jpg', 'https://img.rnudah.com/thumbs/25/254909058732760.jpg', 'https://img.rnudah.com/thumbs/25/259909059872674.jpg', 'https://img.rnudah.com/thumbs/25/257909054302717.jpg', 'https://img.rnudah.com/thumbs/25/252909055442631.jpg', 'https://img.rnudah.com/thumbs/25/254909052489269.jpg', 'https://img.rnudah.com/thumbs/25/256909058059226.jpg', 'https://img.rnudah.com/thumbs/25/254909054769097.jpg']",TOYOTA   ,  5 000 - 9 999  ,VELLFIRE   ,7 ,ZG ,4D WAGON ,DBA-AGH30W	 , 2018  ,JAPAN ,6 SP AUTOMATIC,2493 ,9.8  ,125 ,224 ,ELECTRONIC F/INJ ,PETROL ,4865 ,1830 ,1880 ,2950 ,1880 ,65 ,Ventilated Disc ,Solid Disc ,MCPHERSON STRUT TYPE COIL SPRING ,TORSION BEAM TYPE COIL SPRING , -,235/50R18 ,235/50R18 ,18 ,18 ,RM4 121/month,3.7,-
43, 2012 Toyota VELLFIRE 3.5 VL (A) pilot seat,    RM 121 900     ,Used,   Kuala Lumpur   ,"['https://img.rnudah.com/thumbs/25/253909053481334.jpg', 'https://img.rnudah.com/thumbs/25/254909052004653.jpg', 'https://img.rnudah.com/thumbs/25/255909050527972.jpg', 'https://img.rnudah.com/thumbs/25/255909059051291.jpg', 'https://img.rnudah.com/thumbs/25/256909057574610.jpg', 'https://img.rnudah.com/thumbs/25/257909056097929.jpg', 'https://img.rnudah.com/thumbs/25/258909054621248.jpg', 'https://img.rnudah.com/thumbs/25/259909053144567.jpg', 'https://img.rnudah.com/thumbs/25/250909051667886.jpg', 'https://img.rnudah.com/thumbs/25/251909050191205.jpg', 'https://img.rnudah.com/thumbs/25/251909058714524.jpg', 'https://img.rnudah.com/thumbs/25/252909057237843.jpg', 'https://img.rnudah.com/thumbs/25/253909055761162.jpg', 'https://img.rnudah.com/thumbs/25/254909054284481.jpg', 'https://img.rnudah.com/thumbs/25/250909059699356.jpg', 'https://img.rnudah.com/thumbs/25/251909058222675.jpg', 'https://img.rnudah.com/thumbs/25/252909056745994.jpg', 'https://img.rnudah.com/thumbs/25/253909055269313.jpg', 'https://img.rnudah.com/thumbs/25/254909053792632.jpg', 'https://img.rnudah.com/thumbs/25/255909052315951.jpg', 'https://img.rnudah.com/thumbs/25/256909050839270.jpg']",TOYOTA   ,  60 000 - 64 999  ,VELLFIRE   ,7 ,V L-EDITION ,4D WAGON ,GGH20W FACELIFT , 2012  ,JAPAN ,6 SP AUTOMATIC,3456 ,10.8  ,206 ,344 ,ELECTRONIC F/INJ ,PETROL ,1830 ,4865 ,1900 ,2950 ,1950 ,65 ,Ventilated Disc ,Solid Disc ,MCPHERSON STRUT TYPE COIL SPRING ,TORSION BEAM TYPE COIL SPRING ,RACK &amp; PINION ,235/50 R18 ,235/50 R18 ,18 ,18 ,RM1 644/month,3.7,-
44, 2011 Mini COOPER 1.6 S COUNTRYMAN (A),    RM 88 000     ,Used,   Sabah   ,"['https://img.rnudah.com/thumbs/21/215905059744744.jpg', 'https://img.rnudah.com/thumbs/21/211905059407977.jpg', 'https://img.rnudah.com/thumbs/21/218905057594529.jpg', 'https://img.rnudah.com/thumbs/21/212905053475784.jpg', 'https://img.rnudah.com/thumbs/21/215905055289232.jpg']",MINI   ,  70 000 - 74 999  ,COOPER   ,5 ,S COUNTRYMAN ,4D HATCHBACK ,R60 , 2011  ,UNITED KINGDOM ,6 SP AUTOMATIC,1598 ,10.5  ,135 ,260 ,TWIN TURBO MPFI ,PETROL ,1789 ,4110 ,1561 ,2595 ,1480 ,47 ,DV ,DV ,McSt; ,MLS; ,RACK &amp; PINION - POWER ASSISTED ,225/45 R18 ,225/45 R18 ,7.5Jx18 ,7.5Jx18 ,RM1 187/month,3.7,-
45, 2005 Hyundai SONATA 2.0 GLS (A) LEATHERSEAT TIPTOP,    RM 6 888     ,Used,   Selangor   ,"['https://img.rnudah.com/thumbs/20/208904050995391.jpg', 'https://img.rnudah.com/thumbs/09/097923041815572.jpg', 'https://img.rnudah.com/thumbs/09/090923043837308.jpg', 'https://img.rnudah.com/thumbs/09/092923047723430.jpg', 'https://img.rnudah.com/thumbs/09/094923047049896.jpg', 'https://img.rnudah.com/thumbs/20/208904052783370.jpg']",HYUNDAI   ,  90 000 - 94 999  ,SONATA   ,5 ,GLS ,4D SEDAN ,EF-B , 2005  ,MALAYSIA ,4 SP AUTO SPORTS MODE,1997 ,10  ,101 ,181 ,MULTI POINT F/INJ ,PETROL ,1820 ,4747 ,1422 ,2700 ,1361 ,65 ,DV ,DV ,McSt;DWB;SB; ,McSt;MLS;SB; ,RACK &amp; PINION ,205/65 VR15 ,205/65 VR15 ,6.0Jx15 ,6.0Jx15 ,RM93/month,3.7,-
